intermediate_graph_degree,graph_degree,itopk_size,search_width,max_search_iterations,total_vectors,total_queries,build_time_seconds,best_batch_size,p99_latency_ms,queries_per_second,recall,used_filter,initial_gpu_memory_percent_used,post_build_gpu_memory_percent_used,memory_increase_build_gb,rating_filter
64,64,128,4,0,5000000,10000,28.58063793182373,10,0.0007741451263427734,14967.053185838206,0.92438,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,128,8,0,5000000,10000,28.518635749816895,10,0.0007745695114135739,14929.963261417422,0.92435,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,128,16,0,5000000,10000,28.47925114631653,10,0.0007917881011962891,14698.306922168245,0.93175,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,128,32,0,5000000,10000,28.502785444259644,10,0.0008585453033447266,13861.928156149543,0.94223,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,128,64,0,5000000,10000,28.559261322021484,10,0.0013462424278259289,10321.054034326953,0.94503,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,256,1,0,5000000,10000,28.528892040252686,10,0.0009129047393798828,13730.298604774336,0.93877,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,256,2,0,5000000,10000,28.519124746322632,10,0.0008866858482360841,13916.583519087017,0.93749,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,256,4,0,5000000,10000,28.519965171813965,10,0.0009033823013305663,13904.966875793143,0.9381,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,256,8,0,5000000,10000,28.507859468460083,10,0.000902824401855469,13992.902524171337,0.9387,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,256,16,0,5000000,10000,28.500057458877563,10,0.0009148120880126953,13694.256050094391,0.93811,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,256,32,0,5000000,10000,28.487608432769775,10,0.0008576035499572757,13900.367797580371,0.94248,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,256,64,0,5000000,10000,28.517197608947754,10,0.0012815690040588429,10373.949060748746,0.9449,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,512,1,0,5000000,10000,28.54146409034729,10,0.0010077667236328119,13190.008588722201,0.94327,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,512,2,0,5000000,10000,28.541542530059814,10,0.000995640754699708,13263.47919793507,0.94374,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,512,4,0,5000000,10000,28.564452171325684,10,0.0009914517402648923,13094.972275616374,0.94352,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,512,8,0,5000000,10000,28.553191423416138,10,0.0009949278831481918,13219.10294405308,0.94373,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,512,16,0,5000000,10000,28.51014018058777,10,0.0010066676139831514,12956.119905521231,0.94384,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,512,32,0,5000000,10000,28.47978663444519,10,0.0010228705406188964,12994.4179616029,0.94376,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
64,64,512,64,0,5000000,10000,28.4686439037323,10,0.0013383007049560542,10343.594551955186,0.94498,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"3.0-4.0, 4.0-5.0, =5.0"
96,32,32,1,0,5000000,10000,28.868070602416992,10,0.0006952285766601562,16400.476754055013,0.76669,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,32,2,0,5000000,10000,28.915180444717407,10,0.0006590747833251955,16640.41404318529,0.76955,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,32,4,0,5000000,10000,28.88215947151184,10,0.0006986522674560548,16539.22017893091,0.76788,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,32,8,0,5000000,10000,28.888792753219604,10,0.0006751275062561032,16153.303567704621,0.85141,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,32,16,0,5000000,10000,28.862218141555786,10,0.0007637619972229006,15530.000199419439,0.90045,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,32,32,0,5000000,10000,28.82731294631958,10,0.0008053779602050781,14883.289188990506,0.92552,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,32,64,0,5000000,10000,28.82388162612915,10,0.001363620758056643,10960.441322292003,0.93758,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,64,1,0,5000000,10000,28.859180450439453,10,0.0006810522079467776,16155.527436879698,0.83728,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,64,2,0,5000000,10000,28.90245771408081,10,0.0006902718544006346,16133.488197994102,0.84005,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,64,4,0,5000000,10000,28.872496843338013,10,0.0006914424896240223,16292.144479480643,0.83779,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,64,8,0,5000000,10000,28.84029769897461,10,0.000699567794799804,16285.32498482023,0.85147,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,64,16,0,5000000,10000,28.859597206115723,10,0.0007627177238464355,15500.527820736052,0.90064,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,64,32,0,5000000,10000,28.9128737449646,10,0.0007722377777099609,15082.594628359766,0.9248,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,64,64,0,5000000,10000,28.829954624176025,10,0.001354217529296875,11001.734331800473,0.93693,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,128,1,0,5000000,10000,28.826056957244873,10,0.0007383084297180173,15855.40113759418,0.88295,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,128,2,0,5000000,10000,28.8208909034729,10,0.0007389235496520971,15808.5308790167,0.88276,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,128,4,0,5000000,10000,28.886001586914062,10,0.000737500190734864,15853.37093414108,0.88348,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,128,8,0,5000000,10000,28.892385244369507,10,0.0007351589202880867,15895.081223440742,0.88307,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,128,16,0,5000000,10000,28.8726646900177,10,0.0007777023315429683,15395.023974409802,0.90071,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,128,32,0,5000000,10000,28.848210096359253,10,0.000816547870635986,14938.714154173831,0.92567,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,128,64,0,5000000,10000,28.796871185302734,10,0.001315245628356932,10993.129009205291,0.93723,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,256,1,0,5000000,10000,28.850978136062622,10,0.0008506107330322268,14817.365097180964,0.91409,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,256,2,0,5000000,10000,28.869936227798462,10,0.0008342742919921885,14745.537704978582,0.91464,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,256,4,0,5000000,10000,28.886852502822876,10,0.0008297109603881839,14850.327589017546,0.91318,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
96,32,256,8,0,5000000,10000,28.927063465118408,10,0.0008695125579833984,14769.490970755878,0.91527,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"3.0-4.0, 4.0-5.0, =5.0"
