intermediate_graph_degree,graph_degree,itopk_size,search_width,max_search_iterations,total_vectors,total_queries,build_time_seconds,best_batch_size,p99_latency_ms,queries_per_second,recall,used_filter,initial_gpu_memory_percent_used,post_build_gpu_memory_percent_used,memory_increase_build_gb
32,32,32,1,0,5000000,10000,24.066648483276367,10,0.0005137920379638672,18962.052911594947,0.60744,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,32,2,0,5000000,10000,24.17923378944397,10,0.0005305314064025877,18666.151924214275,0.73593,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,32,4,0,5000000,10000,24.18492102622986,10,0.0005431175231933594,18428.382675198183,0.82155,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,32,8,0,5000000,10000,24.17632222175598,10,0.0005624294281005859,17928.25610817486,0.87439,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,32,16,0,5000000,10000,24.18759775161743,10,0.0006334018707275391,17224.048859782935,0.90417,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,32,32,0,5000000,10000,24.187445163726807,10,0.0007009029388427724,16416.871388022937,0.91883,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,32,64,0,5000000,10000,24.23307180404663,10,0.0008392810821533161,15242.300964416369,0.92401,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,64,1,0,5000000,10000,24.120607137680054,10,0.0005214977264404296,18941.804841764955,0.7366,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,64,2,0,5000000,10000,24.128092288970947,10,0.0005297660827636719,18699.48855973365,0.73658,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,64,4,0,5000000,10000,24.179283618927002,10,0.0005404949188232422,18449.710084058268,0.82191,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,64,8,0,5000000,10000,24.126179695129395,10,0.0005617976188659664,18023.589680034496,0.87511,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,64,16,0,5000000,10000,24.203853845596313,10,0.0006358909606933591,17190.187539813935,0.90428,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,64,32,0,5000000,10000,24.24094319343567,10,0.0006885528564453125,16660.715847315638,0.91876,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,64,64,0,5000000,10000,24.23517084121704,10,0.0008655405044555664,15417.345600814924,0.92464,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,128,1,0,5000000,10000,24.22277307510376,10,0.0005526542663574219,18067.445981485405,0.82221,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,128,2,0,5000000,10000,24.23069477081299,10,0.0005466175079345704,18305.122550370965,0.82142,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,128,4,0,5000000,10000,24.2441565990448,10,0.0005471706390380859,18301.395275771007,0.82124,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,128,8,0,5000000,10000,24.230562210083008,10,0.0005679130554199219,17884.244568411796,0.87472,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,128,16,0,5000000,10000,24.219801664352417,10,0.0006406307220458984,17076.023494539575,0.90381,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,128,32,0,5000000,10000,24.237146615982056,10,0.0007040929794311524,16386.87756629705,0.91829,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,128,64,0,5000000,10000,24.175227165222168,10,0.0008356952667236336,15444.011042561408,0.92411,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,256,1,0,5000000,10000,24.207281589508057,10,0.0005607509613037107,18085.2887272618,0.87467,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,256,2,0,5000000,10000,24.216898679733276,10,0.0005617141723632812,17877.918753715665,0.87483,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,256,4,0,5000000,10000,24.204449892044067,10,0.0005612373352050781,18017.022493814762,0.87405,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,256,8,0,5000000,10000,24.187520265579224,10,0.0005608105659484861,17956.170970492924,0.87441,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,256,16,0,5000000,10000,24.229824542999268,10,0.0006358623504638672,17148.570506693082,0.904,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,256,32,0,5000000,10000,24.21326231956482,10,0.0006935858726501466,16694.15548887548,0.91842,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,256,64,0,5000000,10000,24.214332818984985,10,0.0008127188682556172,15451.469051065022,0.92438,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,512,1,0,5000000,10000,24.191144704818726,10,0.0006374073028564452,17151.70451414098,0.90392,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,512,2,0,5000000,10000,24.226136207580566,10,0.0006210803985595703,17187.41302421953,0.9031,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,512,4,0,5000000,10000,24.220502614974976,10,0.0006365776062011719,17081.415019589105,0.90377,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,512,8,0,5000000,10000,24.142113208770752,10,0.0006377768516540525,17177.875141570414,0.90311,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,512,16,0,5000000,10000,24.1540048122406,10,0.0006413650512695308,17078.44440284895,0.90453,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,512,32,0,5000000,10000,24.157650470733643,10,0.0007050037384033203,16605.836758277175,0.91829,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
32,32,512,64,0,5000000,10000,24.136277437210083,10,0.0008538007736206043,15212.865378804016,0.92449,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,32,1,0,5000000,10000,27.016674518585205,10,0.0005292892456054688,18795.631113650274,0.60093,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,32,2,0,5000000,10000,27.017209768295288,10,0.0005228519439697266,18779.45107252274,0.73734,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,32,4,0,5000000,10000,27.0256085395813,10,0.0005350732803344723,18346.906910252324,0.83065,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,32,8,0,5000000,10000,26.96047019958496,10,0.0005617141723632812,17902.984804348853,0.88285,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,32,16,0,5000000,10000,26.960497856140137,10,0.0006314969062805173,16824.808688065328,0.9107,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,32,32,0,5000000,10000,27.040560960769653,10,0.0006737709045410156,16738.231920069942,0.92327,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,32,64,0,5000000,10000,27.008411407470703,10,0.0008236026763916021,15298.888859811426,0.9273,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,64,1,0,5000000,10000,26.938642501831055,10,0.0005257558822631837,18744.67556973549,0.73839,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,64,2,0,5000000,10000,26.955561876296997,10,0.000525479316711425,18698.122568503706,0.73958,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,64,4,0,5000000,10000,26.941513538360596,10,0.0005405521392822269,18360.93219698594,0.83,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,64,8,0,5000000,10000,26.954739093780518,10,0.0005516529083251951,17990.42840445631,0.88336,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,64,16,0,5000000,10000,26.935658931732178,10,0.0006198883056640625,17119.896452844052,0.9111,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,64,32,0,5000000,10000,26.920674085617065,10,0.0006670475006103514,16613.161905496658,0.92268,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,64,64,0,5000000,10000,26.98386001586914,10,0.0008635258674621563,15421.315456668362,0.92775,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,128,1,0,5000000,10000,27.001680374145508,10,0.0005402565002441406,18469.303256054147,0.82929,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,128,2,0,5000000,10000,26.909461498260498,10,0.0005347728729248047,18464.50258503508,0.82923,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,128,4,0,5000000,10000,26.928876876831055,10,0.0005452632904052734,18455.034369439978,0.82991,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
64,32,128,8,0,5000000,10000,26.9267418384552,10,0.0005527663230895999,18053.30500514474,0.88325,False,0.9247199791612398,3.5816618911174785,2.6569419119562387
