intermediate_graph_degree,graph_degree,itopk_size,search_width,max_search_iterations,total_vectors,total_queries,build_time_seconds,best_batch_size,p99_latency_ms,queries_per_second,recall,used_filter,initial_gpu_memory_percent_used,post_build_gpu_memory_percent_used,memory_increase_build_gb,rating_filter
32,32,32,1,0,5000000,10000,24.097069025039673,10,0.0005820465087890622,16764.84444732014,0.72969,True,0.9290613875141096,3.586003299470348,2.6569419119562383,<1.0
32,32,32,2,0,5000000,10000,24.14658260345459,10,0.0005846023559570312,16739.261234545975,0.73135,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,32,4,0,5000000,10000,24.121432065963745,10,0.0005993843078613281,16587.50056136376,0.81779,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,32,8,0,5000000,10000,24.127184867858887,10,0.0006210803985595703,16137.16545655517,0.87171,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,32,16,0,5000000,10000,24.18853235244751,10,0.0007185840606689451,15436.037418820426,0.90335,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,32,32,0,5000000,10000,24.146693229675293,10,0.0007899022102355962,14822.361673277945,0.91808,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,32,64,0,5000000,10000,24.147422075271606,10,0.0011235046386718732,11170.612287577158,0.92481,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,64,1,0,5000000,10000,24.113015174865723,10,0.0006115436553955078,16368.710544324802,0.78658,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,64,2,0,5000000,10000,24.10649609565735,10,0.0006000995635986328,16601.399073085428,0.78501,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,64,4,0,5000000,10000,24.096781969070435,10,0.0005962848663330078,16726.721399372476,0.81729,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,64,8,0,5000000,10000,24.13429570198059,10,0.000619463920593262,16265.142082592261,0.87239,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,64,16,0,5000000,10000,24.155977725982666,10,0.0007135868072509766,15306.549461793082,0.90283,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,64,32,0,5000000,10000,24.122727632522583,10,0.0008037781715393064,14684.886621373122,0.91764,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,64,64,0,5000000,10000,24.148385047912598,10,0.001155419349670411,11212.926706370876,0.92426,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,128,1,0,5000000,10000,24.160443782806396,10,0.0006002473831176755,16520.44083924043,0.83771,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,128,2,0,5000000,10000,24.221744298934937,10,0.0006063556671142582,16362.536379666464,0.83834,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,128,4,0,5000000,10000,24.14677333831787,10,0.0006041741371154786,16441.17006072836,0.83714,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,128,8,0,5000000,10000,24.14323091506958,10,0.0006220340728759766,16135.242391660506,0.87192,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,128,16,0,5000000,10000,24.17528796195984,10,0.0007183551788330078,15289.112029144373,0.90247,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,128,32,0,5000000,10000,24.14849829673767,10,0.0007762217521667478,14851.945161175398,0.91852,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,128,64,0,5000000,10000,24.109172105789185,10,0.0011200928688049304,11062.12067878899,0.92415,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,256,1,0,5000000,10000,24.21342897415161,10,0.0006306695938110354,15939.154222345043,0.87803,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,256,2,0,5000000,10000,24.191482305526733,10,0.0006346702575683594,15983.372863741595,0.87927,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
32,32,256,4,0,5000000,10000,24.129000902175903,10,0.0006347203254699705,15945.661992960928,0.87964,True,0.9334027958669793,3.590344707823218,2.6569419119562383,<1.0
