intermediate_graph_degree,graph_degree,itopk_size,search_width,max_search_iterations,total_vectors,total_queries,build_time_seconds,best_batch_size,avg_query_latency_ms,queries_per_second,recall,used_filter,initial_gpu_memory_percent_used,post_build_gpu_memory_percent_used,memory_increase_build_gb,rating_filter
96,32,512,16,0,5000000,10000,29.14022922515869,10,0.003933897018432619,9212.0957705175,0.96562,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
96,32,512,32,0,5000000,10000,29.060582637786865,10,0.0040294885635375945,9200.316199802026,0.9654,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
96,32,512,64,0,5000000,10000,29.060794353485107,10,0.0041675567626953125,9176.608892147502,0.96563,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
96,64,32,1,0,5000000,10000,30.697299480438232,10,0.0012136697769165048,12641.78005809599,0.92822,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,32,2,0,5000000,10000,30.621171951293945,10,0.0012567710876464832,12604.197584035808,0.92871,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,32,4,0,5000000,10000,30.629945993423462,10,0.0012148761749267547,12578.284938664243,0.92888,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,32,8,0,5000000,10000,30.653308629989624,10,0.0012462520599365243,12647.118696706244,0.92897,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,32,16,0,5000000,10000,30.723448514938354,10,0.001263668537139895,12604.490345461754,0.92854,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,32,32,0,5000000,10000,30.6656277179718,10,0.0012187242507934576,12725.330510822932,0.92901,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,32,64,0,5000000,10000,30.695221662521362,10,0.0013633370399475106,10500.684480305252,0.95032,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,64,1,0,5000000,10000,30.66694140434265,10,0.0013241672515869152,10587.907859591685,0.94667,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,64,2,0,5000000,10000,30.498408794403076,10,0.001418161392211913,10227.411717104269,0.94674,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,64,4,0,5000000,10000,30.402538776397705,10,0.0013842225074768059,10390.15466898703,0.94697,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,64,8,0,5000000,10000,30.51968502998352,10,0.0013048648834228516,10602.572604089113,0.94633,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,64,16,0,5000000,10000,30.666579723358154,10,0.0013186550140380812,10624.329804742516,0.94746,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,64,32,0,5000000,10000,30.642542600631714,10,0.0012733650207519525,10706.241039332077,0.94595,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,64,64,0,5000000,10000,30.637884616851807,10,0.0013700294494628914,10463.92028619237,0.9499,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,128,1,0,5000000,10000,30.639964818954468,10,0.0018293285369873047,9769.828381904725,0.95994,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,128,2,0,5000000,10000,30.69186234474182,10,0.001864957809448244,9743.10889757097,0.96062,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,128,4,0,5000000,10000,30.653779983520508,10,0.0017898082733154297,9746.665727411098,0.9604,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,128,8,0,5000000,10000,30.66365885734558,10,0.0018252658843994213,9760.247270963557,0.96059,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,128,16,0,5000000,10000,30.683661460876465,10,0.0018552780151367245,9635.407433790055,0.96085,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,128,32,0,5000000,10000,30.66473913192749,10,0.0017938232421874927,9674.850582364023,0.96029,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,128,64,0,5000000,10000,30.69817543029785,10,0.0018612909317016605,9752.571304167843,0.96021,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,256,1,0,5000000,10000,30.658735990524292,10,0.0045691132545471295,8746.67709966983,0.96783,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,256,2,0,5000000,10000,30.672170400619507,10,0.004658033847808805,8742.331688205013,0.96788,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,256,4,0,5000000,10000,30.63202214241028,10,0.0046224117279053435,8510.462974759925,0.96808,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,256,8,0,5000000,10000,30.499794244766235,10,0.004731402397155754,8521.40160357601,0.96767,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,256,16,0,5000000,10000,30.48511552810669,10,0.004898757934570331,8528.983817492537,0.96837,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,256,32,0,5000000,10000,30.427555799484253,10,0.0049589157104492024,8585.898258983878,0.96781,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,256,64,0,5000000,10000,30.477278470993042,10,0.0048828983306884784,8553.482730764037,0.96765,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,512,1,0,5000000,10000,30.449767112731934,10,0.008840551376342773,6191.126081892148,0.97197,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,512,2,0,5000000,10000,30.444852113723755,10,0.009124898910522466,6233.074135637393,0.97184,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,512,4,0,5000000,10000,30.49713635444641,10,0.00911832809448242,6216.076499285276,0.97242,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,512,8,0,5000000,10000,30.42467951774597,10,0.009283351898193345,6219.087024326207,0.97218,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,512,16,0,5000000,10000,30.37115168571472,10,0.009062128067016582,6217.069075620742,0.97199,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,512,32,0,5000000,10000,30.417282581329346,10,0.009029350280761714,6221.771108237208,0.97163,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,64,512,64,0,5000000,10000,30.390100240707397,10,0.009129667282104507,6179.832876604722,0.97167,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
96,96,32,1,0,5000000,10000,32.14174127578735,10,0.0012785625457763655,11612.540669037317,0.93533,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,32,2,0,5000000,10000,32.17629861831665,10,0.0012868142127990725,11847.878810905473,0.9359,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,32,4,0,5000000,10000,32.17569136619568,10,0.0012859344482421872,11709.675541297787,0.93539,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,32,8,0,5000000,10000,32.166465520858765,10,0.0013060426712036134,11595.592752743494,0.93593,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,32,16,0,5000000,10000,32.14339089393616,10,0.0012755584716796844,11678.49365855782,0.93512,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,32,32,0,5000000,10000,32.142483711242676,10,0.0013012981414794907,11602.09261959578,0.93613,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,32,64,0,5000000,10000,32.11861991882324,10,0.0014524579048156702,9578.954070386306,0.95681,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,64,1,0,5000000,10000,32.21746349334717,10,0.0014368748664855958,9690.779371645614,0.95376,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,64,2,0,5000000,10000,32.12038469314575,10,0.0013949251174926753,9680.634725069875,0.95324,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,64,4,0,5000000,10000,32.12359070777893,10,0.00139968395233155,9690.557850508685,0.95365,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,64,8,0,5000000,10000,32.095741987228394,10,0.0013952493667602531,9690.469840129066,0.95407,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,64,16,0,5000000,10000,32.10255026817322,10,0.0014127063751220694,9611.79083325397,0.95356,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,64,32,0,5000000,10000,32.10501313209534,10,0.0013422775268554683,9717.821475289185,0.95434,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,64,64,0,5000000,10000,32.15848636627197,10,0.001454830169677731,9551.217588835902,0.95698,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,128,1,0,5000000,10000,32.15743041038513,10,0.0020125150680541997,8880.205261045352,0.96477,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,128,2,0,5000000,10000,32.16227102279663,10,0.0020617890357971062,8877.090164391537,0.96503,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,128,4,0,5000000,10000,32.08067488670349,10,0.0020082354545593126,8891.653434493142,0.96472,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,128,8,0,5000000,10000,32.0987343788147,10,0.002043259143829339,8830.903172807382,0.96489,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,128,16,0,5000000,10000,32.11751055717468,10,0.0020653629302978477,8837.628518210822,0.96514,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,128,32,0,5000000,10000,32.107736110687256,10,0.002040600776672368,8823.935134621788,0.96496,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,128,64,0,5000000,10000,32.127801179885864,10,0.002021312713623039,8891.732775410706,0.96467,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,256,1,0,5000000,10000,32.14224910736084,10,0.0064174008369445755,7218.818890548686,0.9703,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,256,2,0,5000000,10000,32.12696814537048,10,0.006280529499053984,7214.292113718368,0.97058,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,256,4,0,5000000,10000,32.107176542282104,10,0.006265475749969473,7239.075095159676,0.97121,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,256,8,0,5000000,10000,32.127378940582275,10,0.005906505584716821,7217.324220756736,0.97052,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,256,16,0,5000000,10000,32.148446798324585,10,0.00620605945587158,7185.623229458862,0.97074,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,256,32,0,5000000,10000,32.17787027359009,10,0.006312334537506096,7231.823411263842,0.97094,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,256,64,0,5000000,10000,32.439335346221924,10,0.006249432563781755,7196.6672713146245,0.97044,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,512,1,0,5000000,10000,32.147869348526,10,0.01122017383575439,5314.037330556063,0.97312,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,512,2,0,5000000,10000,32.137410163879395,10,0.011003866195678709,5312.817698547134,0.97306,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,512,4,0,5000000,10000,32.10350680351257,10,0.01109172821044922,5310.353795684639,0.97334,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,512,8,0,5000000,10000,32.14265751838684,10,0.011033768653869628,5312.837953860535,0.97253,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,512,16,0,5000000,10000,32.1726553440094,10,0.011046123504638653,5294.925326979356,0.97319,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,512,32,0,5000000,10000,32.17661166191101,10,0.010805926322937002,5325.597072333524,0.97258,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
96,96,512,64,0,5000000,10000,32.154271364212036,10,0.011151587963104248,5304.508110133339,0.9733,True,0.9334027958669793,6.238603803073717,5.305201007206738,"1.0-2.0, 2.0-3.0"
128,32,32,1,0,5000000,10000,33.56350088119507,10,0.0011334419250488281,13588.840192293877,0.89697,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,32,2,0,5000000,10000,33.53910970687866,10,0.00112245798110962,13678.09715504929,0.89694,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,32,4,0,5000000,10000,33.56139659881592,10,0.001105537414550781,13702.214099890049,0.89703,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,32,8,0,5000000,10000,33.55868411064148,10,0.0011695981025695791,13648.455680712399,0.89663,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,32,16,0,5000000,10000,33.60294723510742,10,0.0011171960830688456,13632.706046872687,0.89666,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,32,32,0,5000000,10000,33.565683364868164,10,0.001154747009277346,13612.12121413352,0.89763,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,32,64,0,5000000,10000,33.588852405548096,10,0.0013617134094238278,11167.925859536777,0.92584,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,64,1,0,5000000,10000,33.50947093963623,10,0.0012693881988525366,11284.449079165328,0.92039,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,64,2,0,5000000,10000,33.601340532302856,10,0.0012977123260498064,11305.707078197838,0.92052,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,64,4,0,5000000,10000,33.528913736343384,10,0.0013166952133178704,11246.121923067501,0.91995,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,64,8,0,5000000,10000,33.54924464225769,10,0.0012750625610351554,11147.101607307073,0.92001,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,64,16,0,5000000,10000,33.629902362823486,10,0.0012966871261596681,11186.19263952384,0.92013,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,64,32,0,5000000,10000,33.512890577316284,10,0.0012895202636718783,11320.492258511054,0.9202,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,64,64,0,5000000,10000,33.53739833831787,10,0.0013512325286865233,11084.887602885543,0.92614,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,128,1,0,5000000,10000,33.54009389877319,10,0.0020323705673217654,10452.621370669627,0.94207,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,128,2,0,5000000,10000,33.525471925735474,10,0.001979999542236318,10467.22054555124,0.94266,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,128,4,0,5000000,10000,33.56496500968933,10,0.001979837417602528,10461.28099431652,0.94246,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,128,8,0,5000000,10000,33.649014949798584,10,0.0020573997497558595,10367.446655864778,0.94223,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,128,16,0,5000000,10000,33.509581565856934,10,0.001974389553070068,10381.498151339367,0.94306,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,128,32,0,5000000,10000,33.536813497543335,10,0.0020438575744628814,10488.687178527169,0.94272,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,128,64,0,5000000,10000,33.600602865219116,10,0.001984300613403321,10480.963844144402,0.94298,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,256,1,0,5000000,10000,33.66121244430542,10,0.0033360052108764725,9840.321054510863,0.95919,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,256,2,0,5000000,10000,33.50833463668823,10,0.0033510231971740734,9831.485986218308,0.95858,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,256,4,0,5000000,10000,33.515531063079834,10,0.0033580541610717714,9833.049860439372,0.95899,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,256,8,0,5000000,10000,33.61463904380798,10,0.003399028778076175,9753.567352724036,0.95865,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,256,16,0,5000000,10000,33.56692171096802,10,0.003403072357177732,9720.518346302582,0.95808,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,256,32,0,5000000,10000,33.560133934020996,10,0.003312826156616211,9759.188378424153,0.95859,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,256,64,0,5000000,10000,33.52951240539551,10,0.0034961509704589857,9710.222372845112,0.95827,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,512,1,0,5000000,10000,33.51466727256775,10,0.0033864235877990694,8955.637502589581,0.96857,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,512,2,0,5000000,10000,33.79320764541626,10,0.0034357929229736246,8978.350334504124,0.96821,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,512,4,0,5000000,10000,33.64841866493225,10,0.0035120391845703037,8942.689990745319,0.96848,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,512,8,0,5000000,10000,33.55495762825012,10,0.003441343307495119,8950.803575809749,0.96862,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,512,16,0,5000000,10000,33.5976300239563,10,0.0034192132949829096,9019.074284501716,0.96846,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,512,32,0,5000000,10000,33.56789517402649,10,0.003470940589904785,9041.763307486433,0.96861,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,32,512,64,0,5000000,10000,33.55431389808655,10,0.003426444530487057,8982.626674229883,0.96879,True,0.9334027958669793,3.590344707823218,2.6569419119562383,"1.0-2.0, 2.0-3.0"
128,64,32,1,0,5000000,10000,35.09658980369568,10,0.0012998509407043455,12337.724913329777,0.93829,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,32,2,0,5000000,10000,35.18058896064758,10,0.0012983179092407216,12337.965347558667,0.93831,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,32,4,0,5000000,10000,35.093045711517334,10,0.0013441634178161625,12315.139328181513,0.93777,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,32,8,0,5000000,10000,35.06424045562744,10,0.0012956714630126959,12380.705681845286,0.93804,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,32,16,0,5000000,10000,35.13353514671326,10,0.0013497972488403318,12479.083331297605,0.93851,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,32,32,0,5000000,10000,35.090614318847656,10,0.0013395977020263668,12438.808445690136,0.93874,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,32,64,0,5000000,10000,35.09873867034912,10,0.001589987277984619,10197.896066420193,0.95668,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,64,1,0,5000000,10000,35.144795179367065,10,0.0014584636688232417,10335.822180249717,0.95492,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,64,2,0,5000000,10000,35.06827521324158,10,0.0014676046371460026,10323.82528576805,0.95434,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,64,4,0,5000000,10000,35.090245962142944,10,0.0014921665191650365,10327.507129362315,0.95384,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,64,8,0,5000000,10000,35.113351583480835,10,0.0014829301834106425,10314.718172379133,0.95454,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,64,16,0,5000000,10000,35.15120577812195,10,0.001512413024902343,10309.531274648314,0.95428,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,64,32,0,5000000,10000,35.15079045295715,10,0.0014393925666809082,10344.298956650264,0.95361,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,64,64,0,5000000,10000,35.15132260322571,10,0.0016144323348999037,10081.999149203999,0.95736,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,128,1,0,5000000,10000,35.103962898254395,10,0.0023726487159729088,9425.08619442429,0.96432,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,128,2,0,5000000,10000,35.128392696380615,10,0.0023180484771728556,9465.277334659937,0.96469,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,128,4,0,5000000,10000,35.1396279335022,10,0.002232809066772458,9396.462000667701,0.96492,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,128,8,0,5000000,10000,35.11452031135559,10,0.0022680044174194346,9461.924410468471,0.96451,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,128,16,0,5000000,10000,35.12430143356323,10,0.002336592674255379,9429.56258421729,0.96428,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,128,32,0,5000000,10000,35.12003684043884,10,0.0023051929473877197,9437.415567954646,0.96508,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,128,64,0,5000000,10000,35.116711139678955,10,0.0022793531417846643,9408.571941169983,0.96475,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,256,1,0,5000000,10000,35.114991903305054,10,0.0047138071060180645,8425.700732801099,0.97103,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,256,2,0,5000000,10000,35.15524482727051,10,0.0046846675872802765,8422.51120597806,0.97121,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,256,4,0,5000000,10000,35.082306146621704,10,0.004674682617187488,8498.870704925246,0.97151,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,256,8,0,5000000,10000,35.13091707229614,10,0.004714126586914044,8496.395272808188,0.97159,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,256,16,0,5000000,10000,35.10628056526184,10,0.004581477642059328,8542.518225511843,0.97117,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,256,32,0,5000000,10000,35.13747453689575,10,0.004730887413024906,8511.070749372135,0.9708,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,256,64,0,5000000,10000,35.119959115982056,10,0.004737529754638672,8508.421293375875,0.97091,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,512,1,0,5000000,10000,35.10777711868286,10,0.00760589599609375,6041.253638736993,0.97351,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,512,2,0,5000000,10000,35.12655067443848,10,0.00742173671722412,6095.392971543192,0.97396,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,512,4,0,5000000,10000,35.163164377212524,10,0.007731437683105469,6078.412912169377,0.97379,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,512,8,0,5000000,10000,35.10289907455444,10,0.007596549987792962,6046.963158705845,0.974,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,512,16,0,5000000,10000,35.10838198661804,10,0.007664072513580317,6058.098312392396,0.9737,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,512,32,0,5000000,10000,35.15972137451172,10,0.007631325721740722,6078.549542275671,0.97344,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
128,64,512,64,0,5000000,10000,35.139450788497925,10,0.007639975547790518,6047.6735583307,0.97404,True,0.9334027958669793,4.914474255448467,3.9810714595814876,"1.0-2.0, 2.0-3.0"
